details_url,text_url
https://www.govinfo.gov/app/details/CHRG-110shrg35046,https://www.govinfo.gov/app/text/CHRG-110shrg35046
https://www.govinfo.gov/app/details/CHRG-110shrg35045,https://www.govinfo.gov/app/text/CHRG-110shrg35045
https://www.govinfo.gov/app/details/CHRG-110shrg35043,https://www.govinfo.gov/app/text/CHRG-110shrg35043
https://www.govinfo.gov/app/details/CHRG-110shrg35044,https://www.govinfo.gov/app/text/CHRG-110shrg35044
https://www.govinfo.gov/app/details/CHRG-110shrg35042,https://www.govinfo.gov/app/text/CHRG-110shrg35042
https://www.govinfo.gov/app/details/CHRG-110shrg35041,https://www.govinfo.gov/app/text/CHRG-110shrg35041
https://www.govinfo.gov/app/details/CHRG-110shrg34742,https://www.govinfo.gov/app/text/CHRG-110shrg34742
https://www.govinfo.gov/app/details/CHRG-110shrg34741,https://www.govinfo.gov/app/text/CHRG-110shrg34741
https://www.govinfo.gov/app/details/CHRG-110shrg34740,https://www.govinfo.gov/app/text/CHRG-110shrg34740
https://www.govinfo.gov/app/details/CHRG-110shrg34244,https://www.govinfo.gov/app/text/CHRG-110shrg34244
https://www.govinfo.gov/app/details/CHRG-110shrg34149,https://www.govinfo.gov/app/text/CHRG-110shrg34149
https://www.govinfo.gov/app/details/CHRG-109shrg33562,https://www.govinfo.gov/app/text/CHRG-109shrg33562
https://www.govinfo.gov/app/details/CHRG-109shrg31435,https://www.govinfo.gov/app/text/CHRG-109shrg31435
https://www.govinfo.gov/app/details/CHRG-109shrg30124,https://www.govinfo.gov/app/text/CHRG-109shrg30124
https://www.govinfo.gov/app/details/CHRG-109shrg30132,https://www.govinfo.gov/app/text/CHRG-109shrg30132
https://www.govinfo.gov/app/details/CHRG-109shrg30125,https://www.govinfo.gov/app/text/CHRG-109shrg30125
https://www.govinfo.gov/app/details/CHRG-109shrg30126,https://www.govinfo.gov/app/text/CHRG-109shrg30126
https://www.govinfo.gov/app/details/CHRG-109shrg30127,https://www.govinfo.gov/app/text/CHRG-109shrg30127
https://www.govinfo.gov/app/details/CHRG-109shrg30433,https://www.govinfo.gov/app/text/CHRG-109shrg30433
https://www.govinfo.gov/app/details/CHRG-109shrg30432,https://www.govinfo.gov/app/text/CHRG-109shrg30432
https://www.govinfo.gov/app/details/CHRG-109shrg30431,https://www.govinfo.gov/app/text/CHRG-109shrg30431
https://www.govinfo.gov/app/details/CHRG-109shrg30128,https://www.govinfo.gov/app/text/CHRG-109shrg30128
https://www.govinfo.gov/app/details/CHRG-109shrg30430,https://www.govinfo.gov/app/text/CHRG-109shrg30430
https://www.govinfo.gov/app/details/CHRG-109shrg30429,https://www.govinfo.gov/app/text/CHRG-109shrg30429
https://www.govinfo.gov/app/details/CHRG-109shrg30130,https://www.govinfo.gov/app/text/CHRG-109shrg30130
https://www.govinfo.gov/app/details/CHRG-109shrg30131,https://www.govinfo.gov/app/text/CHRG-109shrg30131
https://www.govinfo.gov/app/details/CHRG-109shrg30428,https://www.govinfo.gov/app/text/CHRG-109shrg30428
https://www.govinfo.gov/app/details/CHRG-109shrg30426,https://www.govinfo.gov/app/text/CHRG-109shrg30426
https://www.govinfo.gov/app/details/CHRG-109shrg30425,https://www.govinfo.gov/app/text/CHRG-109shrg30425
https://www.govinfo.gov/app/details/CHRG-109shrg30424,https://www.govinfo.gov/app/text/CHRG-109shrg30424
